State,Year,HLp,Dr,NPr,LTFr,CLEARr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,CLEAR,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC
Maryland,2011,1.3273199554705564,6.622327519767077,15.157137556018611,2.4833728199126535,6.065709473924585,0,0,99.25627912906745,NA,0.3168441184026489,100,NA,0,NA,43.69114877589454,20.04310344827586,56.98924731182796,16.38418079096045,0,0,222,222,0,0,0,0,0,70591,70066,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,463,69004,1062,93,370,53,174,425,0,0,0,0
Massachusetts,2011,2.454946923773212,16.23830814384069,18.706969854897547,0.5623062786296185,1.9200702197108923,1.8926406451435938,1.2754752173793784,99.18517813175902,NA,0,NA,NA,NA,NA,86.80351906158357,15.118243243243242,68.71508379888269,3.005865102639296,77.09497206703911,51.955307262569825,0,0,0,0,0,138,93,73513,72914,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1183,71550,1364,179,1004,123,41,140,138,0,93,0
Michigan,2011,1.48997854789922,5.2957068871116855,13.975280717343889,7.378086544416619,1.3104630602005187,0.5654737862509088,0.23337013400831158,99.0399231938555,NA,0,NA,NA,NA,NA,37.893384714193964,28.135593220338983,51.80722891566265,52.79383429672448,37.95180722891566,15.66265060240964,0,0,0,0,0,63,26,112491,111411,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,589,109854,1557,166,423,86,822,146,63,0,26,0
Minnesota,2011,2.13974654551482,5.334297726142579,10.457634525262572,4.324699003963052,0.8137064328014104,1.280834199779998,0.7986377951569399,97.41357798165137,NA,0,NA,NA,NA,NA,51.008645533141205,40.11299435028249,66.19718309859155,41.35446685878962,59.859154929577464,37.32394366197183,0,0,0,0,0,85,53,68125,66363,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,353,65669,694,142,211,94,287,54,84,1,53,0
Mississippi,2011,1.737974748249246,13.724888820733016,16.996370699790422,1.5590655829882942,1.737974748249246,1.3034810611869345,0.894545826304759,98.24482109227873,NA,0.06389613045033993,100,NA,0,NA,80.75187969924812,12.66294227188082,47.05882352941176,9.172932330827068,75,51.470588235294116,25,25,0,0,0,51,35,39825,39126,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,536,38461,665,68,468,32,61,68,51,0,35,0
Missouri,2011,1.601715556496876,11.225246214126868,17.790956263899183,6.208302446256487,0.37064492216456635,0.9663242613576194,0.516255427300646,98.2136821030188,NA,0,NA,NA,NA,NA,63.095238095238095,14.268867924528303,58.67768595041323,34.89583333333333,60.33057851239669,32.231404958677686,0,0,0,0,0,73,39,76918,75544,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,847,74200,1344,121,726,71,469,28,73,0,39,0
Montana,2011,2.4242424242424243,3.6363636363636362,20.173160173160174,16.363636363636363,0.2597402597402597,0.9523809523809523,0.7792207792207793,96.11383872846801,NA,0,NA,NA,NA,NA,18.025751072961373,66.66666666666666,60.71428571428571,81.11587982832617,39.285714285714285,32.142857142857146,0,0,0,0,0,11,9,12017,11550,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,41,11317,233,28,13,17,189,3,5,6,3,6
Nebraska,2011,2.2380860505498745,4.09029519583253,6.752845842176345,1.3505691684352692,1.3505691684352692,1.6592706926490448,0.9646922631680493,99.3064071122011,NA,0,NA,NA,NA,NA,60.57142857142858,54.71698113207547,29.310344827586203,20,74.13793103448276,43.103448275862064,0,0,0,0,0,43,25,26096,25915,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,105,25740,175,58,47,17,35,35,43,0,25,0
Nevada,2011,0.9634755189629499,3.8830983036991618,17.45934425272255,12.817144024991972,0.7882981518787773,0.8466906075735015,0.5839245569472424,97.81807796658575,NA,1.3955796911039093,100,NA,0,NA,22.240802675585282,24.81203007518797,42.42424242424242,73.41137123745818,87.87878787878788,60.60606060606061,478,478,0,0,0,29,20,35015,34251,NA,NA,NA,NA,NA,NA,478,NA,NA,NA,132,33653,598,33,99,14,439,27,29,0,20,0
New Hampshire,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2011,1.1558089193186605,4.368565915390869,9.81458082336693,4.231436043607299,1.2243738552104453,0.85216420322647,0.3526196703006083,99.2842486069105,NA,0.35751716572145004,100,NA,0,NA,44.510978043912175,26.45739910313901,52.54237288135594,43.11377245508982,73.72881355932203,30.508474576271187,365,365,0,0,0,87,36,102829,102093,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,445,101091,1002,118,327,62,432,125,87,0,36,0
New Mexico,2011,3.6543983294179068,50.31323414252154,57.75254502740799,4.111198120595145,3.3933698773166276,2.7407987470634296,1.1746280344557558,58.014689179980316,NA,0,NA,NA,NA,NA,87.11864406779661,7.263294422827498,35.714285714285715,7.118644067796611,75,32.142857142857146,0,0,0,0,0,42,18,26414,15324,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,770,14439,885,56,714,20,63,52,42,0,18,0
New York,2011,NA,NA,10.742140667983277,NA,10.742140667983277,0,0,99.46619371400818,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,230608,229377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226913,2464,NA,NA,NA,NA,2464,NA,NA,NA,NA
North Carolina,2011,1.6174116437049508,3.856904688834883,7.2742051873294455,2.496620024385591,0.9289748927946385,1.2026907094216301,0.779675356452643,99.55574272714512,NA,0.18828330416462763,100,NA,0,NA,53.02166476624858,41.935483870967744,41.53846153846154,34.32155074116305,74.35897435897436,48.205128205128204,227,227,0,0,0,145,94,121101,120563,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,464,119686,877,195,269,81,301,112,137,8,88,6
North Dakota,2011,1.0325729841359241,4.881254106824368,24.96949216183235,16.521167746174786,3.6609405801182766,0.18774054257016803,0.18774054257016803,99.18070943115166,NA,1.1827654181920586,100,NA,0,NA,19.548872180451127,21.153846153846153,63.63636363636363,66.16541353383458,18.181818181818183,18.181818181818183,126,126,0,0,0,2,2,10741,10653,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,51,10387,266,11,40,7,176,39,2,0,2,0
Ohio,2011,1.5810743917665921,19.60088953905032,31.78402819336392,10.838486601502758,1.3520402509032072,1.1230061100398225,0.8127017901603978,97.67628147303549,NA,0,NA,NA,NA,NA,61.66899116689911,8.066339992461364,57.943925233644855,34.10041841004184,71.02803738317756,51.4018691588785,0,0,0,0,0,152,110,138571,135351,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2652,131049,4302,214,2438,124,1467,183,152,0,110,0
Oklahoma,2011,1.8176070807649756,41.72593646277857,57.31389284020863,9.483167377904222,6.124545598229809,1.0470997313102577,0.5926979611190138,99.10132158590308,NA,0,NA,NA,NA,NA,72.80248190279214,4.356060606060606,69.56521739130434,16.546018614270942,57.608695652173914,32.608695652173914,0,0,0,0,0,53,30,51075,50616,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2111,47715,2901,92,2019,64,480,310,41,12,26,4
Oregon,2011,1.8958861554626647,12.014892985221225,27.935768290733,14.596039196875214,1.3476781105096052,1.3476781105096052,0.9593640786678544,96.50816744924278,NA,0,NA,NA,NA,NA,43.008994276369584,15.779467680608365,59.036144578313255,52.24856909239575,71.08433734939759,50.602409638554214,0,0,0,0,0,59,42,45363,43779,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,525,42556,1223,83,442,49,639,59,59,0,42,0
Pennsylvania,2011,1.2885003166653322,11.793053745750496,14.610283251679784,1.4632122240097838,1.3612969447255203,0.8298815598861461,0.6988476293778072,96.37765554401818,NA,0,NA,NA,NA,NA,80.71748878923766,10.925925925925926,59.32203389830508,10.014947683109119,64.40677966101694,54.23728813559322,0,0,0,0,0,114,96,142532,137369,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1619,135362,2007,177,1442,105,201,187,114,0,96,0
Rhode Island,2011,1.37350845566143,7.897673620053223,12.189887543995193,2.489484075886342,1.8885741265344667,1.287664177182591,0.686754227830715,99.317929917299,NA,0,NA,NA,NA,NA,64.7887323943662,17.391304347826086,75,20.422535211267608,93.75,50,0,0,0,0,0,15,8,11729,11649,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,91,11507,142,16,75,12,29,22,15,0,8,0
South Carolina,2011,1.2132931429979716,5.080665036304006,15.223037403552674,8.057024777720905,2.104305294887107,0.8151813304517621,0.6066465714989858,96.1905977606769,NA,0,NA,NA,NA,NA,33.37484433374844,23.88059701492537,51.5625,52.926525529265255,67.1875,50,0,0,0,0,0,43,32,54838,52749,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,267,51946,803,64,203,33,425,111,43,0,32,0
South Dakota,2011,1.0633077048912154,1.635858007524947,23.556355308359237,19.466710289546867,2.535579911663668,0,0,98.04330392943064,NA,0,NA,NA,NA,NA,6.944444444444445,65,84.61538461538461,82.63888888888889,0,0,0,0,0,0,0,0,0,12470,12226,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,19,11938,288,13,6,11,238,31,0,0,0,0
Tennessee,2011,0.7539277202198551,23.85816430760251,38.888078213920906,12.68300987402111,2.3590641568169657,0.6201663505034292,0.25536261491317674,97.42216746434156,NA,0,NA,NA,NA,NA,61.350844277673545,3.1600407747196737,40.32258064516129,32.61413383364603,82.25806451612904,33.87096774193548,0,0,0,0,0,51,21,84412,82236,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1961,79038,3198,62,1899,25,1043,194,45,6,21,0
Texas,2011,1.0998164276992002,2.595890244790024,13.825878572718622,10.291909610185163,0.9407743462426983,0.25878033592922356,0.2129546514417569,98.86153772355513,NA,1.151842057734971,100,NA,0,NA,18.775589783583545,42.36760124610592,63.725490196078425,74.43946188340807,23.52941176470588,19.362745098039216,4273,4273,0,0,0,96,79,375243,370971,NA,NA,NA,NA,NA,NA,4273,NA,NA,NA,962,365842,5129,408,554,260,3818,349,77,19,70,9
Utah,2011,2.0131240200538123,4.665027777240084,13.743442829213526,7.58792899866437,1.5098430150403592,1.6840556706219392,1.1033468186833395,98.85380788365863,NA,0.4335959427808211,100,NA,0,NA,33.943661971830984,43.15352697095436,57.692307692307686,55.21126760563381,83.65384615384616,54.807692307692314,224,224,0,0,0,87,57,52260,51661,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,240,50951,710,104,136,60,392,78,87,0,57,0
Vermont,2011,1.419950301739439,5.502307419240326,25.38161164359247,10.117145899893504,9.939652112176073,1.419950301739439,1.0649627263045793,98.79011046817465,NA,0,NA,NA,NA,NA,21.678321678321677,25.806451612903224,62.5,39.86013986013986,100,75,0,0,0,0,0,8,6,5703,5634,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,30,5491,143,8,22,5,57,56,8,0,6,0
Virginia,2011,1.3739569961489089,23.236922336328625,28.9132702182285,3.831033376123235,1.8553433889602053,0.7722240051347882,0.4412708600770218,98.69348325283079,NA,0,NA,NA,NA,NA,80.36767256330212,5.912818299525248,54.01459854014598,13.250086715227194,56.20437956204379,32.11678832116788,0,0,0,0,0,77,44,101032,99712,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2316,96829,2883,137,2179,74,382,185,38,39,24,20
Washington,2011,1.5731832758516369,4.695347007926423,11.508440733345434,6.099110546378653,0.7260845888546016,0,0,95.03082018492111,NA,0.4634839958855207,100,NA,0,NA,40.79915878023134,33.50515463917525,59.23076923076923,52.99684542586751,0,0,383,383,0,0,0,0,0,86956,82635,NA,NA,NA,NA,NA,NA,383,NA,NA,NA,387,81684,951,130,257,77,504,60,0,0,0,0
West Virginia,2011,0.3360053760860174,39.98463975423606,63.40901454423271,21.312340997455962,2.160034560552969,0.2880046080737292,0.2880046080737292,100,NA,0,NA,NA,NA,NA,63.05828917486752,0.8403361344537815,57.14285714285714,33.6109008327025,85.71428571428571,85.71428571428571,0,0,0,0,0,6,6,20833,20833,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,832,19512,1321,7,825,4,444,45,6,0,6,0
Wisconsin,2011,1.5260485918046658,7.554695999032999,10.334824126677143,2.145533663725372,0.6497038559168379,0.997219871872356,0.6043756799226399,99.07636113231838,NA,0,NA,NA,NA,NA,73.09941520467837,20.200000000000003,40.5940594059406,20.760233918128655,65.34653465346535,39.603960396039604,0,0,0,0,0,66,40,66801,66184,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,499,65500,684,101,398,41,142,43,66,0,40,0
Wyoming,2011,2.4213075060532687,4.993946731234867,6.50726392251816,0.9079903147699758,0.7566585956416465,1.967312348668281,1.8159806295399517,99.29376408715251,NA,0.1513317191283293,100,NA,0,NA,76.74418604651163,48.484848484848484,81.25,13.953488372093023,81.25,75,10,10,0,0,0,13,12,6655,6608,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,32,6565,43,16,16,13,6,5,13,0,12,0
US,2011,1.3699091169767226,9.063801201632153,17.511843332799337,5.615604255657135,2.832707118654107,0.8758479476268236,0.592334916931759,97.91616906018679,NA,0.21114047357176607,100,NA,0,NA,51.758121800095324,15.114068441064637,58.136792452830186,32.06746513737488,63.93474842767296,43.23899371069182,7842,7842,0,0,0,3253,2200,3793158,3714115,NA,NA,NA,NA,NA,NA,7842,NA,NA,NA,33663,3649074,65041,5088,28575,2958,20857,10521,3117,136,2125,75
State average,2011,1.6051856185844877,13.50677557559114,23.476968847760066,7.478738584249708,3.8103592515763216,0.9837204304959231,0.6529742179029902,97.35679751963372,NA,0.19832754433506322,100,NA,0,NA,52.95398697789848,25.659508164300725,55.95087864091281,36.548773941231275,63.22816160310252,42.17060326208309,155.57142857142858,155.57142857142858,0,0,0,66.34693877551021,44.857142857142854,77287.08163265306,75676.77551020408,NA,NA,NA,NA,NA,NA,165.7173913043478,NA,NA,NA,731.3913043478261,74355.1836734694,1321.591836734694,110.56521739130434,620.8260869565217,64.28260869565217,448.30434782608694,214.12244897959184,66.27659574468085,2.893617021276596,45.170212765957444,1.5957446808510638
State median,2011,1.5771288338091145,5.717393143920623,17.355604440579118,6.10612461625502,1.38217000691085,0.9523809523809523,0.6043756799226399,98.48151552958171,NA,0,100,NA,0,NA,59.06616415410386,20.815018315018314,57.41758241758241,33.85565962137217,69.88901869158877,43.77394636015325,0,0,0,0,0,49,30,53375,52749,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,463.5,50951,885,75,370,39,291,68,43,0,26,0
State SD,2011,0.6062830623855829,14.863225768759166,17.618310333487603,5.481029713832505,8.856331782846205,0.6330003756051842,0.46110501796639763,5.871956582610901,NA,0.3639320377822705,0,NA,0,NA,22.892148041472346,18.492287761990497,15.635730933343652,21.67248597907167,24.138983921290823,19.88714096388788,613.0114871136864,613.0114871136864,0,0,0,111.42533954409565,83.44858696626724,91706.17089056692,90227.11920372234,NA,NA,NA,NA,NA,NA,631.7567275478215,NA,NA,NA,754.7211251923417,89491.27824907331,1175.3346849296329,140.0331154761319,703.3988691220121,95.15172983620033,625.2251459208813,535.7371336397582,113.18140539545155,7.090207706999819,84.847258967521,3.910184997670021
Alabama,2012,1.0697093956141914,1.6223925833481903,3.9579247637725086,1.5332501337136744,0.8201105366375467,0.6239971474416117,0.4278837582456766,98.49855123364651,NA,0,NA,NA,NA,NA,40.99099099099099,65.93406593406593,50,38.73873873873874,58.333333333333336,40,0,0,0,0,0,35,24,56945,56090,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,90,55868,222,60,30,30,86,46,35,0,24,0
Alaska,2012,2.074297567414671,4.902885159343767,14.991514237224214,6.788610220629833,3.3943051103149164,1.0371487837073354,0.7542900245144257,95.8431230797036,NA,0.5940033943051103,100,NA,0,NA,32.70440251572327,42.30769230769231,68.18181818181817,45.28301886792453,50,36.36363636363637,63,63,0,0,0,11,8,11066,10606,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,51,10447,159,22,29,15,72,36,11,0,8,0
Arizona,2012,1.824414618557899,4.717912962640172,9.679855906106559,4.764394863749928,0.20916855499389925,0.7088489919237697,0.4764394863749927,98.82405631667795,NA,0,NA,NA,NA,NA,48.739495798319325,38.669950738916256,59.87261146496815,49.21968787515006,38.853503184713375,26.11464968152866,0,0,0,0,0,61,41,87079,86055,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,405,85222,833,157,248,94,410,18,60,1,40,1
Arkansas,2012,1.1226179450478517,2.5820212736100587,20.852628329263844,6.9602312592966795,11.3384412449833,0.3648508321405518,0.11226179450478517,95.41036283304325,NA,1.866352333642053,100,NA,0,NA,12.382234185733513,43.47826086956522,35,33.37819650067295,32.5,10,665,665,0,0,0,13,4,37345,35631,NA,NA,NA,NA,NA,NA,665,NA,NA,NA,91,34888,743,40,51,14,248,404,7,6,4,0
California,2012,1.9521445702493168,4.061287010698578,5.722159216497998,0.9006719921996847,0.7622659750497331,1.4832167210994809,1.1072481371996126,95.89333893275544,NA,0,NA,NA,NA,NA,70.97472924187726,48.06714140386571,63.8095238095238,15.740072202166063,75.97883597883597,56.719576719576715,0,0,0,0,0,718,536,504814,484083,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1965,481313,2770,945,1020,603,436,369,718,0,536,0
Colorado,2012,1.8040154896502387,2.5660565154507706,11.135130091289405,8.36689942613645,0.21772600737158054,0.8553521718169235,0.7309373104617346,97.94814769680723,NA,0,NA,NA,NA,NA,23.044692737430168,70.3030303030303,65.51724137931035,75.13966480446928,47.41379310344828,40.51724137931034,0,0,0,0,0,55,47,65648,64301,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,164,63585,716,116,48,76,538,14,55,0,47,0
Connecticut,2012,1.3547932585487454,9.754511461550967,15.688505933994474,5.473364764536932,0.4877255730775484,0.9483552809841218,0.4877255730775484,98.85094415427884,NA,0,NA,NA,NA,NA,62.17616580310881,13.88888888888889,56.00000000000001,34.887737478411054,70,36,0,0,0,0,0,35,18,37335,36906,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,359,36327,579,50,309,28,202,18,35,0,18,0
Delaware,2012,1.7647577869937352,9.617929939115857,18.441718874084533,8.912026824318362,0,0,0,98.98681107520308,NA,0,NA,NA,NA,NA,52.15311004784689,18.34862385321101,35,48.32535885167464,0,0,0,0,0,0,0,0,0,11449,11333,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,108,11124,209,20,88,7,101,0,0,0,0,0
District of Columbia,2012,2.0885547201336676,6.683375104427736,31.244778613199667,4.344193817878028,20.30075187969925,1.7543859649122808,0,86.27648839556004,NA,0,NA,NA,NA,NA,21.390374331550802,31.25,0,13.903743315508022,84,0,0,0,0,0,0,21,0,13874,11970,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,79,11596,374,25,54,0,52,243,21,0,0,0
Florida,2012,1.090174379448517,3.6387598176259393,7.873481629350402,3.566081525662705,0.6734855055259727,0.8091516505240105,0.5378193605279351,97.31933193130699,NA,0,NA,NA,NA,NA,46.215384615384615,29.96005326231691,55.55555555555556,45.292307692307695,74.22222222222223,49.333333333333336,0,0,0,0,0,167,111,212074,206389,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,750,204764,1625,225,525,125,736,139,167,0,111,0
Georgia,2012,1.8178209962294105,3.6673943242706883,8.850962492558047,3.8975987299067274,1.293907521333598,1.1351458622742607,0.6906132169081166,97.29602397355495,NA,0,NA,NA,NA,NA,41.43497757847533,49.56709956709957,63.31877729257642,44.035874439461885,62.44541484716157,37.99126637554585,0,0,0,0,0,143,87,129476,125975,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,461,124860,1115,229,232,145,491,163,133,10,85,2
Hawaii,2012,2.90869916509561,8.672232695933207,11.904120657150552,1.7775383786695396,1.5082143819014275,1.9391327767304067,1.3466199838405601,98.28471597225898,NA,0,NA,NA,NA,NA,72.85067873303167,33.54037267080746,37.03703703703704,14.93212669683258,66.66666666666666,46.2962962962963,0,0,0,0,0,36,25,18889,18565,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,160,18344,221,54,106,20,33,28,36,0,25,0
Idaho,2012,3.045588655182259,23.03226420481584,34.262872370800416,10.754734938612353,0.5234605501094508,2.9504140097078135,2.7124773960216997,99.32879561353754,NA,0.48539069191967266,100,NA,0,NA,67.22222222222223,13.223140495867769,79.6875,31.38888888888889,96.875,89.0625,102,102,0,0,0,62,57,21156,21014,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,483,20294,720,64,419,51,226,11,61,1,56,1
Illinois,2012,NA,NA,8.495593558371592,NA,8.495593558371592,1.282109393717664,0.641054696858832,99.41675947443977,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,198,99,155339,154433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153121,1312,NA,NA,NA,NA,1312,189,9,96,3
Indiana,2012,1.7641619622347673,23.262604633054313,28.761923301537863,3.1268249951333464,2.3846603075725135,1.0098306404516255,0.4988320031146583,96.57943903270156,NA,0,NA,NA,NA,NA,80.8798646362098,7.583682008368201,59.310344827586206,10.87140439932318,57.24137931034483,28.27586206896552,0,0,0,0,0,83,41,85103,82192,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1911,79828,2364,145,1766,86,257,196,83,0,41,0
Iowa,2012,1.2655891581195453,5.194188836448968,12.154929206106466,3.3485379808579636,3.638568829593693,0.9491918685896591,0.263664407941572,98.68085549253264,NA,0,NA,NA,NA,NA,42.73318872017354,24.36548223350254,58.333333333333336,27.54880694143167,75,20.833333333333336,0,0,0,0,0,36,10,38434,37927,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,196,37466,461,48,148,28,127,138,36,0,10,0
Kansas,2012,2.2882169131215706,6.421770046502473,8.709986959624043,1.0333882833452255,1.2794331127131362,1.6485003567650025,1.2794331127131362,98.70555663493296,NA,0.4502620377432768,100,NA,0,NA,73.72881355932203,35.63218390804598,51.61290322580645,11.864406779661017,72.04301075268818,55.91397849462365,183,183,0,0,0,67,52,41176,40643,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,260,40289,354,93,167,48,42,52,67,0,52,0
Kentucky,2012,1.0913333082452115,38.34719452075415,44.104918526323715,4.515861965152599,1.2606781319384337,0.7150114778158281,0.35750573890791404,99.56909472422062,NA,0,NA,NA,NA,NA,86.94539249146757,2.845927379784102,55.172413793103445,10.238907849829351,65.51724137931035,32.758620689655174,0,0,0,0,0,38,19,53376,53146,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2037,50802,2344,58,1979,32,240,67,37,1,18,1
Louisiana,2012,1.0739565535757873,37.89764868603043,55.3901228541209,17.45993003010333,0.0488162069807176,0.6996989667236189,0.24408103490358798,98.93426920166782,NA,0,NA,NA,NA,NA,68.41950646298473,2.8338342636324603,59.09090909090909,31.521739130434785,65.15151515151516,22.727272727272727,0,0,0,0,0,43,15,62117,61455,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2328,58051,3404,66,2262,39,1073,3,31,12,9,6
Maine,2012,1.8653690186536902,12.327656123276562,16.86942416869424,2.67639902676399,1.9464720194647203,1.05433901054339,0.8110300081103001,97.93486894360603,NA,0,NA,NA,NA,NA,73.07692307692307,15.131578947368421,56.52173913043478,15.865384615384615,56.52173913043478,43.47826086956522,0,0,0,0,0,13,10,12590,12330,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,151,12122,208,23,128,13,33,24,11,2,9,1
Maryland,2012,1.122334455667789,6.331117442228553,11.798900687789576,3.697948142392587,1.7842240064462287,0.7050562606118163,0.4460560016115572,99.43769584066618,NA,0,NA,NA,NA,NA,53.65853658536586,17.727272727272727,44.871794871794876,31.341463414634145,62.82051282051282,39.743589743589745,0,0,0,0,0,49,31,69891,69498,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,439,68678,820,78,361,35,257,124,49,0,31,0
Massachusetts,2012,2.76464571065218,13.698819496281551,15.938182521909816,0.4008736280445661,1.8523126261369605,1.9767216831163086,1.340853169666307,99.13122122341592,NA,0,NA,NA,NA,NA,85.94969644405897,20.181634712411707,68.5,2.515177797051171,71.5,48.5,0,0,0,0,0,143,97,72976,72342,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,990,71189,1153,200,790,137,29,134,143,0,97,0
Michigan,2012,1.4673115591543937,4.619314167708277,10.624422585729036,5.153705414560803,0.8604604822201692,0.2898393203267939,0.18114957520424615,98.97800010757894,NA,0,NA,NA,NA,NA,43.47826086956522,31.76470588235294,54.32098765432099,48.508098891730604,19.753086419753085,12.345679012345679,0,0,0,0,0,32,20,111546,110406,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,509,109233,1173,162,347,88,569,95,32,0,20,0
Minnesota,2012,2.4257307139434596,5.420459990416867,8.999161475802588,2.2460469573550554,1.3476281744130332,1.242812649736464,0.8235505510301869,98.11797546462941,NA,0,NA,NA,NA,NA,60.232945091514146,44.751381215469614,65.4320987654321,24.958402662229616,51.23456790123457,33.95061728395062,0,0,0,0,0,83,55,68065,66784,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,361,66183,601,162,199,106,150,90,83,0,55,0
Mississippi,2012,2.0459256467547853,11.252591057151317,13.244676555307292,0.6999219317845318,1.3190836406708482,1.5613643093654939,1.130643120575013,98.87673347706885,NA,0,NA,NA,NA,NA,84.95934959349594,18.181818181818183,48.68421052631579,5.284552845528456,76.31578947368422,55.26315789473685,0,0,0,0,0,58,42,37569,37147,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,417,36655,492,76,341,37,26,49,58,0,42,0
Missouri,2012,1.340464605032104,12.640581225452742,19.18204849800941,6.179541829198,0.37533008940898915,0.8847066393211888,0.5361858420128416,97.89900527545208,NA,0,NA,NA,NA,NA,65.89797344514325,10.604453870625663,60,32.21523410202656,66,40,0,0,0,0,0,66,40,76202,74601,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,942,73170,1431,100,842,60,461,28,66,0,40,0
Montana,2012,1.2044046799724708,2.5808671713695803,16.603578802477635,8.086717136958018,6.022023399862354,0.6022023399862354,0.17205781142463866,96.29690994946566,NA,0.9807295251204405,100,NA,0,NA,15.544041450777202,46.666666666666664,28.57142857142857,48.704663212435236,50,14.285714285714285,114,114,0,0,0,7,2,12071,11624,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,29,11431,193,14,15,4,94,70,5,2,2,0
Nebraska,2012,1.3777794787400972,1.9901259137356957,4.592598262466991,1.3012361743656475,1.3395078265528724,1.1481495656167477,0.9185196524933981,99.4140699311342,NA,0,NA,NA,NA,NA,43.333333333333336,69.23076923076923,36.11111111111111,28.333333333333332,83.33333333333334,66.66666666666666,0,0,0,0,0,30,24,26283,26129,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,51,26009,120,36,15,13,34,35,30,0,24,0
Nevada,2012,1.2358703843255463,3.8884702336096457,10.248681235870384,5.244913338357197,1.145440844009043,1.0248681235870383,0.8440090429540317,95.83718511670904,NA,0,NA,NA,NA,NA,37.94117647058823,31.782945736434108,65.85365853658537,51.17647058823529,82.92682926829268,68.29268292682927,0,0,0,0,0,34,28,34616,33175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,128,32835,340,41,87,27,174,38,34,0,28,0
