State,Year,HLp,Tscr1r,NPr,LTFdiar,Dr,TDia3r,EIr,EI6r,PerTscr,PerTNscr,PerTscr1,PerPas1,PerNotPas1,PerPIS,PerNPIS,PerReferToOPS,PerReferStDia,PerOPS,PerNPOS,PerLTFscr,PerD,PerDHL,PerHL3,PerTDia3,PerLTFdia,PerEI,PerEI6,PerLTFei,Tscr1,PIS,NPIS,ReferToOPS,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInPaOut,ReInReOut,ReInNoOut,ReInStDia,TotPas,TotNotPas,TotPas1,TotNotPas1,TotNotPasNoscr,NoscrStDia,LTFscr,TDia,TDia3,HL,NHL,HL3,NHL3,LTFdia,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,LTFei
Puerto Rico,2021,0.4787998084800766,975.9536096185561,21.226791509283395,4.202798318880673,11.012395595041761,6.224397510240996,0.21279991488003405,0.05319997872000851,97.97758665624185,2.0224133437581444,95.62157935887411,98.01580812210412,1.9841918778958845,NA,NA,NA,NA,NA,NA,0.41699244201198854,51.8796992481203,4.3478260869565215,44.44444444444444,29.32330827067669,19.799498746867165,44.44444444444444,11.11111111111111,877.7777777777778,18345,NA,NA,NA,NA,NA,NA,4,1,19185,18797,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,18398,399,17981,364,399,0,80,207,117,9,198,4,113,79,2,2,0,1,1
Rhode Island,2021,1.4823049842505094,967.7598665925515,26.12562534741523,6.76301649064295,22.419862886788955,15.008337965536409,1.1117287381878822,0.7411524921252547,98.11835287701118,1.8816471229888192,94.95500409053722,97.67375071797817,2.3262492820218266,85.18621456364647,9.894385769872152,147.09737827715358,4.119850187265917,93.76193507320178,9.504412763068567,0.7362967002999727,85.81560283687944,6.6115702479338845,62.5,49.390243902439025,25.886524822695034,75,50,456.25,10446,9195,1068,1571,1473,1333,140,12,8,11001,10794,207,512,19,16,0,9179,805,121,98,44,10512,282,10203,243,328,46,81,242,162,16,226,10,152,73,12,0,8,0,0
South Carolina,2021,2.471519598378065,979.3975670978954,17.860590847653988,11.527321876810197,5.754006564973933,3.9003668661903843,1.8922571925082063,1.2936860397760184,97.32584142972583,2.674158570274181,95.32069231202902,98.51349486426277,1.4865051357372394,94.60899787603785,5.174744159104074,111.08208955223881,4.58955223880597,78.2331205911992,6.6122799484757415,1.5823201097476183,32.21621621621622,42.95302013422819,60.9375,21.83783783783784,64.54054054054053,76.5625,52.34375,466.40625,50723,48998,2680,2977,2329,2175,154,98,67,53213,51790,1423,101,11,286,22,48690,1788,121,648,123,50865,925,49969,754,925,0,842,298,202,128,170,78,124,597,92,6,63,4,20
South Dakota,2021,3.095427611214292,988.4142566551693,30.15830901211639,47.758026001591936,6.367736800212258,5.660210489077563,0,0,92.60442260442261,7.395577395577396,91.53153153153153,97.08303507516106,2.9169649248389407,94.48129477314937,5.0853453612806225,97.56521739130434,11.130434782608695,54.01069518716578,6.270627062706271,1.9656019656019657,21.114369501466275,48.61111111111111,82.85714285714286,9.98439937597504,158.35777126099705,0,0,1542.857142857143,11176,10683,575,561,303,284,19,0,0,12210,11307,903,48,1,0,1,10682,236,17,258,64,10966,341,10850,326,641,300,240,72,64,35,37,29,35,540,0,0,0,0,28
Tennessee,2021,1.790489477967678,980.1999767468899,27.19451226601558,7.406115567957214,17.381699802348564,11.31263806534124,0.9068712940355773,0.6394605278455994,98.62174930055497,1.3782506994450305,96.66903637114159,97.421329189747,2.578670810253004,NA,NA,NA,NA,NA,NA,0.3153235793239462,63.9162035057717,10.301003344481606,45.45454545454545,40.575479566305255,27.233860624198375,50.649350649350644,35.714285714285715,413.6363636363637,84307,NA,NA,NA,NA,NA,NA,78,55,87212,86010,1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,83671,2339,82133,2174,2398,59,275,1495,973,154,1341,70,903,637,73,5,50,5,23
Texas,2021,1.3014752816409088,980.925511955059,15.584544773789228,8.941770724819493,6.297371904160576,4.266407292682724,0.3813239678693109,0.002763217158473267,98.81416557448668,1.1858344255133246,96.9293359545653,98.55406006862087,1.445939931379122,95.8294763427163,3.7858838288242236,95.03685862345814,15.363842055324428,80.99224329928578,10.051204248056136,0.6501201397990388,40.40780141843972,20.666959192628344,67.94055201698514,25.579854208084825,57.3758865248227,29.29936305732484,0.21231422505307856,687.0488322717622,354994,346804,13701,13021,10546,9486,1060,138,1,366240,361897,4343,1347,45,28,5,346771,8111,1010,2475,2105,356257,5640,349861,5133,6036,396,2381,2279,1544,471,1808,320,1224,3236,127,11,1,0,289
Utah,2021,2.385375327197501,984.5900531959807,9.457063244110445,0.6332854850966816,14.861099383602129,12.602381153423964,1.6676517774212616,1.4565566157223677,98.75132892789394,1.248671072106064,97.22957620228888,99.22173148664294,0.7782685133570602,94.80494807059023,5.064172929156464,98.4160066694456,5.252188411838266,97.33163913595934,11.270670147954744,0.029184298847220194,157.14285714285714,16.051136363636363,90.2654867256637,77.9373368146214,6.696428571428571,69.91150442477876,61.06194690265486,26.548672566371685,46642,44911,2399,2361,2298,2039,259,79,69,47971,47372,599,58,4,24,2,44885,1957,253,63,126,46924,448,46279,363,766,318,14,704,597,113,591,102,495,30,79,0,69,0,7
Vermont,2021,1.5857284440039643,969.0782953419227,8.721506442021804,0,8.721506442021804,8.721506442021804,0.7928642220019821,0.7928642220019821,98.53515625,1.46484375,95.48828125,100,0,89.25668979187314,8.8800792864222,112.27678571428572,8.705357142857142,99.00596421471172,0,0,100,18.181818181818183,100,100,0,50,50,0,4889,4503,448,503,498,498,0,4,4,5120,5045,75,94,0,0,0,4503,404,0,5,39,5001,44,4889,0,44,0,0,44,44,8,36,8,36,0,4,0,4,0,1
Virgin Islands,2021,NA,719.7802197802198,0,NA,NA,NA,NA,NA,79.64989059080962,20.350109409190374,57.330415754923415,100,0,NA,NA,NA,NA,NA,NA,20.350109409190374,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,NA,NA,NA,NA,914,728,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,0,524,0,NA,0,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2021,1.4590921677636484,974.7374699128804,16.99789123905681,2.5134726393592772,12.00289688371994,8.978209470253692,0.34080984940464776,0.23430677146569534,97.68414481897628,2.3158551810237205,95.21639617145236,98.5500753917091,1.4499246082909027,95.69621062048694,3.607259249792319,111.3669914378506,23.501623855919693,89.4220572640509,11.888526534242514,0.11131918435289222,70.6140350877193,12.156166814551908,70.8029197080292,52.06917850525016,14.786967418546364,23.357664233576642,16.05839416058394,172.2627737226277,91522,89853,3387,3772,3373,2972,401,32,22,96120,93894,2226,612,42,462,65,89326,1898,294,399,796,92298,1596,90195,1327,1619,23,107,1127,843,137,990,97,746,236,32,0,22,0,8
Washington,2021,2.0535386872020536,966.5688791101333,12.66348857107933,4.583791712504583,6.735117956240068,3.4103410341034106,1.5279305708348612,1.2101210121012103,99.1263888720602,0.8736111279398044,95.81248258230241,98.83401833702182,1.1659816629781854,92.5119178584525,5.113066862241779,146.16304087975138,0.33468802295003586,89.95747464834805,7.418181818181818,0.16720989688723026,53.18532818532818,30.490018148820326,52.38095238095239,25.833333333333336,36.196911196911195,74.40476190476191,58.92857142857143,223.21428571428572,79075,75684,4183,6114,5500,5092,408,125,99,82531,81810,721,1850,93,0,2,75682,3242,313,614,14,80774,1036,78153,922,1080,44,138,551,279,168,383,88,191,375,125,0,99,0,12
West Virginia,2021,0.946126447016919,970.0578806767587,54.26313446126447,14.02493321460374,32.50222617987533,28.82902938557435,0.6678539626001782,0.6121994657168299,98.65480700598474,1.3451929940152638,95.70087300280021,94.60699942627654,5.393000573723465,NA,NA,NA,NA,NA,NA,0.7027947070773624,59.897435897435905,2.910958904109589,52.94117647058824,53.12820512820513,25.846153846153847,70.58823529411765,64.70588235294117,1482.3529411764707,17430,NA,NA,NA,NA,NA,NA,12,11,18213,17968,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,16993,975,16490,940,975,0,128,584,518,17,567,9,509,252,12,0,11,0,1
Wisconsin,2021,1.6763207249672203,942.1752336060813,12.896051517817131,2.8713216378151403,7.867089342915471,5.7094488058289485,0.8962506846359396,0.4813198121193009,97.98663175527331,2.013368244726699,92.32057766429767,99.81503338207057,0.18496661792943084,NA,NA,NA,NA,NA,NA,0.26020914309876564,61.003861003861005,21.308016877637133,63.366336633663366,44.272844272844274,22.265122265122265,53.46534653465347,28.71287128712871,171.2871287128713,56767,NA,NA,NA,NA,NA,NA,54,29,61489,60251,1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,59474,777,56662,105,777,0,160,474,344,101,373,64,280,173,54,0,29,0,9
Wyoming,2021,2.1621621621621623,992.2522522522522,4.504504504504505,0,5.7657657657657655,4.504504504504505,1.8018018018018018,1.2612612612612613,98.28227377368515,1.7177262263148574,97.52080750841155,99.58234973669875,0.417650263301253,96.54054054054055,3.4594594594594597,96.875,3.6458333333333335,99.46236559139786,9.18918918918919,0.03541703559412077,128,37.5,75,75.75757575757575,0,83.33333333333334,58.333333333333336,0,5507,5358,192,186,185,168,17,10,7,5647,5550,97,0,0,1,0,5357,167,17,1,7,5525,25,5484,23,33,8,2,32,25,12,20,9,16,0,10,0,7,0,0
US,2021,1.8578306364195802,974.3039049502152,17.35666443297544,5.8616580297589245,10.445238033481425,7.734880328401065,1.1190308497366173,0.7838346502230508,98.04058168327553,1.95941831672447,95.52132157760587,98.54153057084038,1.4584694291596174,75.62946910451595,2.9352469919989006,116.75665177704408,9.055156341037094,79.64918992647793,10.806436455146345,0.7576335520555896,60.179984891779156,17.78638869180811,65.23473458115987,42.68837501966336,33.77180017735738,60.2332003682111,42.190856090825406,315.5108929119362,3418241,2653379,102980,120236,95767,85418,10349,3926,2750,3578511,3508393,70118,20959,878,4400,344,2648635,60059,9127,24469,9325,3447499,60894,3368387,49854,63570,2746,27112,36646,27137,6518,30128,4252,22885,20565,3753,173,2694,56,1275
State/Territory average,2021,1.916029110110538,971.2480213128799,19.32642019609659,7.109530069979026,12.196611723134769,9.218175378834074,1.1458890455738848,0.8337322393217659,97.14261872656326,2.857381273436737,94.4256088461251,98.29581509509153,1.7041849049084707,93.63484866782231,5.374439809263487,114.16359746497018,9.164308736637567,80.58129351227352,10.549829083832272,1.2996031861468114,60.90290142647377,23.101424538761655,66.01049150313405,42.62004126157928,34.99836925468252,59.75777300526427,42.649309887679856,443.84950567939404,62149.836363636365,63175.69047619047,2451.904761904762,2862.7619047619046,2280.1666666666665,2033.7619047619048,246.4047619047619,76.98039215686275,53.92156862745098,65063.836363636365,63788.96363636364,1274.8727272727272,499.0238095238095,20.904761904761905,104.76190476190476,8.19047619047619,63062.73809523809,1429.9761904761904,217.3095238095238,582.5952380952381,222.02380952380952,62681.8,1107.1636363636364,61243.4,906.4363636363636,1246.4705882352941,49.92727272727273,492.94545454545454,718.5490196078431,532.0980392156863,127.80392156862744,590.7450980392157,83.37254901960785,448.72549019607845,403.2352941176471,73.58823529411765,3.392156862745098,52.8235294117647,1.0980392156862746,25
State/Territory median,2021,1.8716656350399385,978.8265077802355,16.99789123905681,5.296152183311716,8.721506442021804,6.039103775403957,1.1032200234434253,0.8021287262350083,98.20871217261501,1.7912878273849913,95.49310269157719,98.5500753917091,1.4499246082909027,94.49529503032738,5.018260371413568,101.98879931788233,4.528026739750379,88.22391905878376,8.433734939759036,0.19686724300265343,60.122188281033054,19.977678571428573,65.625,42.82178217821782,27.38128297695085,65,45.714285714285715,335,39749,44160.5,1859,1953,1455,1237.5,122.5,52,29,41555,40889,721,116.5,7,3,0,43652.5,1034,99.5,255.5,47.5,39308,759,38244,537,792,3,94,461,305,95,307,60,233,215,43,0,29,0,11
State/Territory SD,2021,0.6731839449895147,36.46902489185593,11.062659223734167,7.332004548336667,9.123999970875989,7.727913334729199,0.5748270178828808,0.48034607258687884,3.6000262078775225,3.600026207877523,5.756942974989163,1.1775128474140697,1.1775128474140715,3.5379224013482764,2.960178695732526,30.793141873070955,13.112170078354154,23.5592203892027,14.576417357247074,3.4641775972284097,27.9141074772109,16.826418759435928,13.148907760195337,21.14567354222279,27.281795615838774,21.425538343391164,20.84140493898629,453.50709052824635,77838.13477523431,84390.61703492874,2557.1117358717174,2930.3613013691906,2483.202092074123,2288.095062513514,366.9890713813649,100.16675899640128,79.84781603456788,80888.44392050161,79771.05243246976,1689.4206223013969,940.8844175690008,35.071223367292355,186.15674087148483,25.304234770660177,84358.33496751053,1613.561875556233,357.55596444747334,1006.3860981320025,398.33963251717,78813.96509746979,1264.1681317450875,77128.32196978017,1128.2153354292093,1325.3949955079984,100.32979959547754,1295.685252963649,852.005781992716,678.7577846301864,147.88671605088038,772.1807001767722,97.37596434116865,636.0027068631508,573.2463201185087,99.92060377531517,9.849017070495002,79.90887457156506,3.46557297981609,43.57614026046823
Alabama,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2022,1.858088491464406,979.3287655324585,24.968064104052957,15.096968993148298,6.967831842991523,4.064568575078388,0.4645221228661015,0.11613053071652538,92.3233622815482,7.676637718451806,90.41492441299454,97.67579746235029,2.3242025376497093,94.25153872953199,3.93682499129021,110.91445427728614,35.39823008849557,85.90425531914893,13.003095975232199,6.8939637611236195,27.906976744186046,26.666666666666668,43.75,16.055045871559635,60.46511627906976,25,6.25,812.5,8433,8116,339,376,323,281,42,4,1,9327,8611,716,146,10,1,0,8115,134,32,53,120,8396,215,8237,196,218,3,643,60,35,16,44,7,28,130,4,0,1,0,4
American Samoa,2022,1.4577259475218658,890.6705539358601,40.816326530612244,7.288629737609329,10.204081632653061,0,0,0,97.16713881019831,2.8328611898017,86.54390934844193,96.39934533551555,3.600654664484452,82.79883381924198,9.037900874635568,198.38709677419354,0,90.2439024390244,14.414414414414415,0.424929178470255,25,14.285714285714285,0,0,17.857142857142858,0,0,500,611,568,62,123,111,95,16,0,0,706,686,20,52,4,3,2,563,40,10,12,0,658,28,589,22,28,0,3,7,0,1,6,0,0,5,0,0,0,0,0
Arizona,2022,2.1045877446262433,973.1793391081168,15.34809111324992,9.54764196342637,5.659287776708374,3.618864292589028,1.3089509143407123,0.9881296118062238,98.09043075451272,1.9095692454872737,95.45958057450719,98.64574404958132,1.3542559504186722,94.24574911774141,4.817452678857876,115.58337773042089,6.659563132658497,84.76607513251902,7.748776508972267,0.25049721809622116,36.87290969899665,37.188208616780045,67.6829268292683,22.687047465808526,62.207357859531776,62.19512195121951,46.95121951219512,453.6585365853658,75835,73441,3754,4339,3678,3393,285,102,77,79442,77925,1517,707,23,101,4,73336,2585,258,661,250,76729,1196,74808,1027,1243,47,199,441,282,164,277,111,171,744,102,0,77,0,40
Arkansas,2022,1.1737778038617288,960.1795880039908,14.789600328657786,6.27971125066025,5.4874112330535825,2.6996889488819766,0.7629555725101238,0.2934444509654322,98.87712171768462,1.1228782823153924,94.93979399390686,98.90284526756517,1.0971547324348276,92.06819649040436,6.323727918305065,137.81902552204178,0,89.52861952861953,7.258367807446408,0.10155229943420861,37.10317460317461,21.390374331550802,60,18.253968253968253,42.46031746031746,65,25,535,32721,31375,2155,2970,2659,2466,193,26,10,34465,34078,387,522,26,256,11,31108,1688,156,311,0,33574,504,32362,359,504,0,35,187,92,40,147,24,68,214,8,18,2,8,3
California,2022,2.241727709017429,979.4601395068685,6.989915868420542,0.8160568908232461,4.617036159092234,2.5744651912876213,1.7146909670274157,1.4961042998426175,99.51900533203134,0.4809946679686556,97.47489884609621,99.5174556572497,0.4825443427503044,96.5332154584491,3.4541550896691087,98.69919842497539,1.6664322880045002,98.52532592434281,17.599421547360812,0.027796174279595676,66.05281445448227,48.55339295107838,60.67172264355363,36.831132731063235,11.674774148714386,76.48970747562296,66.738894907909,36.403033586132175,403279,397462,14222,14037,13830,11396,2434,706,616,413726,411736,1990,52,0,0,0,397462,11344,2434,207,237,408858,2878,401333,1946,2878,0,115,1901,1060,923,978,560,500,336,706,0,616,0,46
Colorado,2022,2.7747127928863504,978.013240734731,15.512429415200884,9.297721814759525,7.496592457973648,5.419614460959305,1.411695982345687,0.9573570454987992,97.2142474051172,2.7857525948827964,95.07682115026658,98.59970467705274,1.4002953229472566,86.5629259427533,5.309275004867917,259.1992665036675,1.7420537897310513,97.53566796368352,8.341392649903288,0.9701233555226045,48.32635983263599,37.01298701298701,77.77777777777779,31.96172248803828,59.937238493723854,50.877192982456144,34.50292397660819,335.08771929824564,60273,53347,3272,8481,8272,7582,690,87,59,63394,61628,1766,4846,163,241,16,53090,2495,511,209,57,60672,956,59429,844,1045,89,615,462,334,171,291,133,201,573,68,19,43,16,40
Commonwealth of the Northern Mariana Islands,2022,4.237288135593221,993.6440677966102,12.711864406779663,6.355932203389831,4.237288135593221,4.237288135593221,4.237288135593221,4.237288135593221,99.78858350951374,0.21141649048625794,99.15433403805497,98.72068230277186,1.279317697228145,71.1864406779661,28.177966101694917,102.25563909774435,0,97.79411764705883,2.2556390977443606,0,33.33333333333333,100,100,33.33333333333333,50,100,100,150,469,336,133,136,133,130,3,2,2,473,472,1,3,0,0,0,336,127,3,3,0,466,6,463,6,6,0,0,2,2,2,0,2,0,3,2,0,2,0,0
Connecticut,2022,2.4549015281072433,984.7465107298506,14.674242842169141,1.0205770397749214,12.715838252330778,9.654107133006013,1.5722403045181221,1.0205770397749214,99.10880262438491,0.8911973756150903,97.59704756697649,98.60228004817793,1.3977199518220778,NA,NA,NA,NA,NA,NA,0.4428649535265172,86.65413533834587,19.305856832971802,59.55056179775281,65.78947368421053,6.954887218045112,64.04494382022472,41.57303370786517,41.57303370786517,35701,NA,NA,NA,NA,NA,NA,57,37,36580,36254,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,35722,532,35202,499,532,0,162,461,350,89,372,53,297,37,57,0,37,0,0
Delaware,2022,0.9898317286061371,976.8739314316566,26.275533159362908,21.5963286241339,2.4295869702150634,1.6197246468100424,0.17996940520111582,0.17996940520111582,97.6881153305204,2.3118846694796065,95.42897327707455,97.51289609432573,2.4871039056742816,91.90137676594979,7.009808332583462,88.18998716302953,27.471116816431323,95.0509461426492,6.7381316998468606,1.4943741209563994,9.246575342465754,40.74074074074074,81.81818181818183,6.143344709897611,82.1917808219178,18.181818181818183,18.181818181818183,2181.8181818181815,10856,10213,779,687,653,609,44,2,2,11376,11113,263,112,9,1,0,10212,496,35,34,214,10821,292,10586,270,293,1,170,27,18,11,16,9,9,240,2,0,2,0,5
District of Columbia,2022,1.0477604121190953,978.6082249192351,18.423120579760763,6.985069414127302,4.103728280799791,2.5320876626211475,0.5238802060595477,0,98.93745680718729,1.062543192812716,96.82100898410505,98.23340471092077,1.7665952890792294,95.31127215576704,4.269623679385314,86.09406952965234,23.92638036809816,81.71021377672209,4.941860465116279,0.2505183137525916,22.274881516587676,25.53191489361702,50,13.615023474178404,37.91469194312796,50,0,666.6666666666667,11208,10916,489,421,344,327,17,6,0,11576,11453,123,48,0,1,0,10915,278,17,77,117,11242,211,11010,198,213,2,29,47,29,12,35,6,23,80,5,1,0,0,0
Florida,2022,1.3801226376076676,935.120749492007,18.14838790886695,5.097912283541026,11.148873424322527,6.2802323281365195,0.7282731833630037,0.4135872399345453,99.03522089301057,0.9647791069894173,92.60988998757853,98.65921196854028,1.3407880314597234,NA,NA,NA,NA,NA,NA,0.6655951845635343,61.43175625464454,12.379032258064516,44.951140065146575,34.60490463215259,28.090165964825363,52.76872964169381,29.967426710097723,369.38110749185665,208012,NA,NA,NA,NA,NA,NA,162,92,224611,222444,2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,218407,4037,205223,2789,4037,0,1495,2480,1397,307,2173,138,1259,1134,162,0,92,0,66
Georgia,2022,1.6727729679888372,975.0226436340789,23.353542606751475,15.471109986862613,7.099085278781895,4.977519563283858,1.142381539114328,0.7996670773800296,96.45887445887446,3.5411255411255413,94.04958677685951,97.85505063185204,2.1449493681479623,93.81563593932322,5.163564556796762,122.55056890012644,5.467762326169406,74.08123791102514,8.807658833768494,0.03305785123966942,30.398322851153043,23.563218390804597,72.1951219512195,19.59524574365564,66.24737945492663,68.29268292682927,47.80487804878049,924.8780487804877,119490,114972,6328,7755,5745,5239,506,140,98,127050,122551,4499,1174,77,502,20,114450,3563,409,2010,346,119689,2862,116927,2563,3113,251,42,870,610,205,665,148,462,1896,102,38,68,30,30
Guam,2022,1.3901760889712698,905.4680259499537,34.291010194624654,21.316033364226136,4.170528266913809,0.4633920296570899,0.4633920296570899,0,100,0,90.54680259499537,97.64585465711362,2.3541453428863868,88.73957367933272,11.167747914735866,108.29875518672199,0,82.75862068965517,13.425925925925927,0,12.162162162162163,33.33333333333333,0,1.3513513513513513,62.16216216216216,33.33333333333333,0,1533.3333333333335,1954,1915,241,261,216,187,29,1,0,2158,2158,0,2,0,13,5,1897,172,24,45,0,2084,74,1908,46,74,0,0,9,1,3,6,0,1,46,1,0,0,0,2
Hawaii,2022,5.207989979563584,975.9377678159404,16.349133100402135,2.636956951677764,13.382556529764651,11.009295273254665,2.043641637550267,1.2525545520469379,97.92769528728212,2.0723047127178824,95.5713363460297,98.68278843555795,1.3172115644420426,90.42784626540971,5.5376095985233045,166.9047619047619,13.571428571428571,97.43223965763195,7.174231332357247,0.1355713363460297,81.85483870967742,38.91625615763547,81.0126582278481,66.26984126984127,16.129032258064516,39.24050632911392,24.050632911392405,50.63291139240506,14804,13717,840,1402,1366,1268,98,31,19,15490,15169,321,600,12,64,0,13653,604,86,36,114,14921,248,14609,195,252,4,21,203,167,79,124,64,103,40,31,0,19,0,16
Idaho,2022,1.8165304268846503,979.0142932262537,41.39777236005545,10.134327644724891,32.12390649648645,27.10454610641044,1.0038720780152015,0.860461781155887,95.70846868280185,4.291531317198151,93.69995882326029,95.9814453125,4.0185546875,92.91075099192122,5.043262106219226,73.8388625592417,71.37440758293839,95.89216944801026,10.843373493975903,3.069954705586311,77.59815242494227,5.654761904761905,81.57894736842105,62.72123893805309,24.480369515011546,55.26315789473685,47.368421052631575,557.8947368421052,20480,19436,1055,779,747,666,81,21,18,21857,20919,938,391,37,44,5,19387,231,39,32,753,20053,866,19657,823,904,38,671,672,567,38,634,31,536,212,21,0,18,0,7
Illinois,2022,2.4979926844499953,978.5075304746997,14.095815862253545,2.887290245662982,13.01713720305923,9.416134761839107,1.297658537376621,1.1354512202045435,98.66603716210808,1.3339628378919066,96.54546036521934,98.78407612164212,1.215923878357881,95.90345420481918,3.800517441341779,94.32351685872813,19.483568075117372,89.81900452488688,9.445843828715365,0.038410447641758556,92.34752589182969,19.190031152647975,54.87012987012987,56.38659543467702,20.48331415420023,51.94805194805194,45.45454545454545,115.5844155844156,120649,118248,4686,4420,3970,3595,375,160,140,124966,123299,1667,354,11,277,5,117966,2964,359,450,913,121561,1738,119182,1467,2059,321,48,1605,1161,308,1297,169,992,356,160,0,140,0,66
Indiana,2022,2.071485551066622,980.3916522992204,49.3811276086565,3.9885746635444277,40.24600499215151,30.89215408764571,1.3638352075345463,0.7205167134144773,97.14399990000875,2.8560000999912507,95.23916657292487,95.20853565710387,4.7914643428961385,NA,NA,NA,NA,NA,NA,1.0649068206531929,81.50078165711308,5.147058823529411,47.82608695652174,62.55862428348098,8.077123501823866,65.83850931677019,34.78260869565217,192.54658385093168,76198,NA,NA,NA,NA,NA,NA,106,56,80007,77722,2285,NA,NA,NA,NA,NA,NA,NA,NA,NA,73884,3838,72547,3651,3838,0,852,3128,2401,161,2967,77,2324,310,106,0,56,0,25
Iowa,2022,1.7503889753278508,978.5230051122472,12.224938875305625,2.4172038230717936,8.196265836852634,6.140253389642142,0.8057346076905979,0.694598799733274,97.98807546758869,2.0119245324113146,95.88358607171055,98.91819756381499,1.0818024361850138,93.92920649033118,5.467881751500333,102.23577235772359,8.790650406504065,94.23459244532803,7.9641350210970465,0.00816748795295527,67.04545454545455,21.35593220338983,50.79365079365079,49.66292134831461,19.772727272727273,46.03174603174603,39.682539682539684,138.0952380952381,35219,33807,1968,2012,1896,1745,151,29,25,36731,35992,739,213,4,0,0,33807,1532,147,116,173,35552,440,34838,381,445,5,3,295,221,63,232,32,189,87,29,0,25,0,12
Kansas,2022,2.1462218134180673,979.1788611087884,16.640187306630988,2.6479360035677457,11.344315299495499,8.08317306352259,1.5051425704490342,1.1985394542464531,98.97376479351155,1.0262352064884548,96.91301829015973,98.53970964987191,1.4602903501280957,NA,NA,NA,NA,NA,NA,0.2179370465392149,68.17420435510888,18.91891891891892,54.54545454545454,48.57621440536013,15.912897822445563,70.12987012987013,55.84415584415584,123.37662337662339,35130,NA,NA,NA,NA,NA,NA,54,43,36249,35877,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,35280,597,34617,513,597,0,79,407,290,77,330,42,248,95,54,0,43,0,6
Kentucky,2022,1.1141831386951677,978.9336854702266,30.536871208682374,5.632814756736681,22.180497668468618,17.166673544340362,0.1650641686955804,0,97.59958113496315,2.400418865036852,95.54351766079986,97.09769206449573,2.902307935504268,93.88437254982874,5.504890025997606,118.10344827586208,0,57.25166613773405,7.372505543237251,0.024165290587619317,72.63513513513513,5.023255813953488,51.85185185185185,56.21621621621622,18.445945945945947,14.814814814814813,0,505.55555555555554,47445,45502,2668,3151,1804,1671,133,8,0,49658,48466,1192,277,19,181,6,45315,1213,108,1347,0,46986,1480,46068,1377,1480,0,12,1075,832,54,1021,28,804,273,8,0,0,0,0
Louisiana,2022,1.9165666589048702,977.5385552311523,17.499865661215498,3.3136900177327195,13.648820505472067,11.571047305163983,1.3612996829604687,0.9314155725518996,98.92269255984549,1.0773074401545086,96.70074596452682,98.49748053137884,1.5025194686211636,96.6039155277723,3.3960844722276953,97.31012658227847,2.689873417721519,53.60433604336043,7.077856420626897,0.27109874727572336,77.99385875127943,14.041994750656167,71.02803738317756,66.1207778915046,18.93551688843398,71.02803738317756,48.598130841121495,172.89719626168224,54575,53933,1896,1845,989,919,70,76,52,56437,55829,608,0,0,0,0,53933,919,70,856,51,54852,977,53755,820,977,0,153,762,646,107,655,76,570,185,71,5,47,5,5
Maine,2022,2.316052022091573,983.9657936932122,26.278282558346696,1.8706574024585783,26.189203634420096,22.804204525209336,2.226973098164974,1.4252627828255835,95.70332480818415,4.296675191815857,94.16879795396419,97.42893355060656,2.5710664493934456,NA,NA,NA,NA,NA,NA,0.2216538789428815,99.66101694915255,8.843537414965986,61.53846153846154,73.77521613832853,7.118644067796611,96.15384615384616,61.53846153846154,80.76923076923077,11046,NA,NA,NA,NA,NA,NA,25,16,11730,11226,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,10931,295,10762,284,347,52,26,294,256,26,268,16,240,21,25,0,16,0,1
Marshall Islands,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
