State,Year,HLp,Tscr1r,NPr,LTFdiar,Dr,TDia3r,EIr,EI6r,PerTscr,PerTNscr,PerTscr1,PerPas1,PerNotPas1,PerPIS,PerNPIS,PerReferToOPS,PerReferStDia,PerOPS,PerNPOS,PerLTFscr,PerD,PerDHL,PerHL3,PerTDia3,PerLTFdia,PerEI,PerEI6,PerLTFei,Tscr1,PIS,NPIS,ReferToOPS,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInPaOut,ReInReOut,ReInNoOut,ReInStDia,TotPas,TotNotPas,TotPas1,TotNotPas1,TotNotPasNoscr,NoscrStDia,LTFscr,TDia,TDia3,HL,NHL,HL3,NHL3,LTFdia,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,LTFei
New York,2011,NA,963.4488200647842,10.742140667983277,NA,NA,NA,NA,NA,99.46619371400818,NA,95.83058697009645,99.32939052368175,0.6706094763182544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220993,NA,NA,NA,NA,NA,NA,NA,NA,230608,229377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226913,2464,219511,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2011,1.6174116437049508,978.616988628352,7.2742051873294455,2.496620024385591,3.8486102701492166,1.8247721108466113,1.2026907094216301,0.779675356452643,99.55574272714512,NA,97.4269411482977,99.37534432343095,0.6246556765690554,NA,NA,NA,NA,NA,NA,NA,52.90763968072976,42.025862068965516,41.53846153846154,25.085518814139114,34.32155074116305,74.35897435897436,48.205128205128204,154.35897435897436,117985,NA,NA,NA,NA,NA,NA,145,94,121101,120563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119686,877,117248,737,NA,NA,NA,464,220,195,269,81,139,301,137,8,88,6,23
North Dakota,2011,1.0325729841359241,985.450107950812,24.96949216183235,16.521167746174786,4.787383835539284,2.9099784098376045,0.18774054257016803,0.18774054257016803,99.18070943115166,NA,97.73764081556652,97.53286340255288,2.4671365974471327,NA,NA,NA,NA,NA,NA,NA,19.172932330827066,21.568627450980394,63.63636363636363,11.654135338345863,66.16541353383458,18.181818181818183,18.181818181818183,1600,10498,NA,NA,NA,NA,NA,NA,2,2,10741,10653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10387,266,10239,259,NA,NA,NA,51,31,11,40,7,24,176,2,0,2,0,6
Ohio,2011,1.5810743917665921,990.5726592341395,31.78402819336392,10.838486601502758,19.593501340957953,16.305753189854528,1.1230061100398225,0.8127017901603978,97.67628147303549,NA,96.75545388284706,96.93529740816707,3.0647025918329294,NA,NA,NA,NA,NA,NA,NA,61.645746164574625,8.069381598793363,57.943925233644855,51.301720130172015,34.10041841004184,71.02803738317756,51.4018691588785,685.5140186915887,134075,NA,NA,NA,NA,NA,NA,152,110,138571,135351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131049,4302,129966,4109,NA,NA,NA,2652,2207,214,2438,124,2083,1467,152,0,110,0,44
Oklahoma,2011,1.8176070807649756,1000,57.31389284020863,9.483167377904222,41.7061798640746,41.15299510036352,1.0470997313102577,0.5926979611190138,99.10132158590308,NA,99.10132158590308,94.26861071597914,5.731389284020863,NA,NA,NA,NA,NA,NA,NA,72.76801103067908,4.358124111795358,69.56521739130434,71.80282661151327,16.546018614270942,57.608695652173914,32.608695652173914,521.7391304347826,50616,NA,NA,NA,NA,NA,NA,53,30,51075,50616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47715,2901,47715,2901,NA,NA,NA,2111,2083,92,2019,64,2019,480,41,12,26,4,35
Oregon,2011,1.8958861554626647,969.0947714657713,27.935768290733,14.596039196875214,11.99205098334818,8.95406473423331,1.3476781105096052,0.9593640786678544,96.50816744924278,NA,93.52556047880431,97.34832414085702,2.6516758591429785,NA,NA,NA,NA,NA,NA,NA,42.927228127555196,15.80952380952381,59.036144578313255,32.05233033524121,52.24856909239575,71.08433734939759,50.602409638554214,769.8795180722891,42426,NA,NA,NA,NA,NA,NA,59,42,45363,43779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42556,1223,41301,1125,NA,NA,NA,525,392,83,442,49,343,639,59,0,42,0,13
Palau,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,2011,1.2885003166653322,970.3208147398612,14.610283251679784,1.4632122240097838,11.785774082944478,10.475434777861091,0.8298815598861461,0.6988476293778072,96.37765554401818,NA,93.51724525018943,98.7268553251508,1.2731446748492032,NA,NA,NA,NA,NA,NA,NA,80.66766317887394,10.932674490426189,59.32203389830508,71.6990533134031,10.014947683109119,64.40677966101694,54.23728813559322,113.55932203389831,133292,NA,NA,NA,NA,NA,NA,114,96,142532,137369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135362,2007,131595,1697,NA,NA,NA,1619,1439,177,1442,105,1334,201,114,0,96,0,0
Puerto Rico,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2011,1.37350845566143,984.548029873809,12.189887543995193,2.489484075886342,7.811829341574384,5.4081895441668815,1.287664177182591,0.686754227830715,99.317929917299,NA,97.78327223122176,99.05833115354433,0.9416688464556631,NA,NA,NA,NA,NA,NA,NA,64.08450704225352,17.582417582417584,75,44.36619718309859,20.422535211267608,93.75,50,181.25,11469,NA,NA,NA,NA,NA,NA,15,8,11729,11649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11507,142,11361,108,NA,NA,NA,91,63,16,75,12,51,29,15,0,8,0,1
South Carolina,2011,1.2132931429979716,975.2981099167757,15.223037403552674,8.057024777720905,5.061707330944663,3.6777948397126012,0.8151813304517621,0.6066465714989858,96.1905977606769,NA,93.81450818775302,98.69571978385103,1.3042802161489717,NA,NA,NA,NA,NA,NA,NA,33.25031133250312,23.970037453183522,51.5625,24.159402241594023,52.926525529265255,67.1875,50,664.0625,51446,NA,NA,NA,NA,NA,NA,43,32,54838,52749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51946,803,50775,671,NA,NA,NA,267,194,64,203,33,161,425,43,0,32,0,19
South Dakota,2011,1.0633077048912154,983.3960412236218,23.556355308359237,19.466710289546867,1.5540651071486995,1.3904793063962049,0,0,98.04330392943064,NA,96.41539695268645,97.75430425018715,2.2456957498128585,NA,NA,NA,NA,NA,NA,NA,6.597222222222222,68.42105263157895,84.61538461538461,5.902777777777778,82.63888888888889,0,0,1830.7692307692307,12023,NA,NA,NA,NA,NA,NA,0,0,12470,12226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11938,288,11753,270,NA,NA,NA,19,17,13,6,11,6,238,0,0,0,0,13
Tennessee,2011,0.7539277202198551,985.0187265917602,38.888078213920906,12.68300987402111,23.846004183082833,20.392528819495112,0.6201663505034292,0.25536261491317674,97.42216746434156,NA,95.96265933753494,96.24709890869588,3.752901091304133,NA,NA,NA,NA,NA,NA,NA,61.319574734208885,3.161652218255992,40.32258064516129,52.4390243902439,32.61413383364603,82.25806451612904,33.87096774193548,1682.2580645161293,81004,NA,NA,NA,NA,NA,NA,51,21,84412,82236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79038,3198,77964,3040,NA,NA,NA,1961,1677,62,1899,25,1652,1043,45,6,21,0,11
Texas,2011,1.0998164276992002,983.2897989330702,13.825878572718622,10.291909610185163,2.593194616290761,1.8060710945060394,0.25878033592922356,0.2129546514417569,98.86153772355513,NA,97.20954155040867,98.70768589694384,1.2923141030561556,NA,NA,NA,NA,NA,NA,NA,18.75609280561513,42.41164241164241,63.725490196078425,13.062975238837979,74.43946188340807,23.52941176470588,19.362745098039216,935.7843137254902,364772,NA,NA,NA,NA,NA,NA,96,79,375243,370971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365842,5129,360058,4714,NA,NA,NA,962,670,408,554,260,410,3818,77,19,70,9,294
Utah,2011,2.0131240200538123,974.3326687443139,13.743442829213526,7.58792899866437,4.645670815508798,2.632546795454985,1.6840556706219392,1.1033468186833395,98.85380788365863,NA,96.31649445082282,98.87950730108275,1.1204926989172546,NA,NA,NA,NA,NA,NA,NA,33.80281690140845,43.333333333333336,57.692307692307686,19.154929577464788,55.21126760563381,83.65384615384616,54.807692307692314,376.9230769230769,50335,NA,NA,NA,NA,NA,NA,87,57,52260,51661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50951,710,49771,564,NA,NA,NA,240,136,104,136,60,76,392,87,0,57,0,13
Vermont,2011,1.419950301739439,951.8991835285765,25.38161164359247,10.117145899893504,5.324813631522897,2.6624068157614484,1.419950301739439,1.0649627263045793,98.79011046817465,NA,94.03822549535332,98.41506619429424,1.5849338057057616,NA,NA,NA,NA,NA,NA,NA,20.97902097902098,26.666666666666668,62.5,10.48951048951049,39.86013986013986,100,75,712.5,5363,NA,NA,NA,NA,NA,NA,8,6,5703,5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5491,143,5278,85,NA,NA,NA,30,15,8,22,5,10,57,8,0,6,0,0
Virgin Islands,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2011,1.3739569961489089,985.3076861360719,28.9132702182285,3.831033376123235,23.22689345314506,20.077824133504492,0.7722240051347882,0.4412708600770218,98.69348325283079,NA,97.24344762055587,97.19584313007013,2.8041568699298707,NA,NA,NA,NA,NA,NA,NA,80.33298647242457,5.915371329879101,54.01459854014598,69.44155393687132,13.250086715227194,56.20437956204379,32.11678832116788,278.8321167883212,98247,NA,NA,NA,NA,NA,NA,77,44,101032,99712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96829,2883,95492,2755,NA,NA,NA,2316,2002,137,2179,74,1928,382,38,39,24,20,54
Washington,2011,1.5731832758516369,948.4963998305803,11.508440733345434,6.099110546378653,4.6832455981121806,3.001149633932353,0,0,95.03082018492111,NA,90.1363908183449,99.0456627412955,0.9543372587044999,NA,NA,NA,NA,NA,NA,NA,40.694006309148264,33.59173126614987,59.23076923076923,26.07781282860147,52.99684542586751,0,0,387.6923076923077,78379,NA,NA,NA,NA,NA,NA,0,0,86956,82635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81684,951,77631,748,NA,NA,NA,387,248,130,257,77,171,504,0,0,0,0,130
West Virginia,2011,0.3360053760860174,972.0635530168482,63.40901454423271,21.312340997455962,39.93663898622378,0.19200307204915276,0.2880046080737292,0.2880046080737292,100,NA,97.20635530168482,93.4768653399832,6.523134660016789,NA,NA,NA,NA,NA,NA,NA,62.98258894776685,0.8413461538461539,57.14285714285714,0.3028009084027252,33.6109008327025,85.71428571428571,85.71428571428571,6342.857142857143,20251,NA,NA,NA,NA,NA,NA,6,6,20833,20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19512,1321,18930,1321,NA,NA,NA,832,4,7,825,4,0,444,6,0,6,0,1
Wisconsin,2011,1.5260485918046658,982.0500423062975,10.334824126677143,2.145533663725372,7.539586607034932,5.499818687296023,0.997219871872356,0.6043756799226399,99.07636113231838,NA,97.29794464154729,99.12610006769647,0.8738999323035265,NA,NA,NA,NA,NA,NA,NA,72.953216374269,20.240480961923847,40.5940594059406,53.216374269005854,20.760233918128655,65.34653465346535,39.603960396039604,140.59405940594058,64996,NA,NA,NA,NA,NA,NA,66,40,66801,66184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65500,684,64428,568,NA,NA,NA,499,364,101,398,41,323,142,66,0,40,0,20
Wyoming,2011,2.4213075060532687,991.222760290557,6.50726392251816,0.9079903147699758,4.8426150121065374,3.7832929782082325,1.967312348668281,1.8159806295399517,99.29376408715251,NA,98.42223891810669,99.34351145038168,0.6564885496183206,NA,NA,NA,NA,NA,NA,NA,74.4186046511628,50,81.25,58.139534883720934,13.953488372093023,81.25,75,37.5,6550,NA,NA,NA,NA,NA,NA,13,12,6655,6608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6565,43,6507,43,NA,NA,NA,32,25,16,16,13,12,6,13,0,12,0,0
US,2011,1.3699091169767226,948.7888770272326,17.511843332799337,5.615604255657135,9.063531958488092,6.420372013252147,0.8758479476268236,0.592334916931759,97.91616906018679,NA,92.90177208542329,98.4621915820235,1.537808417976504,NA,NA,NA,NA,NA,NA,NA,51.756584308359344,15.1145174226896,58.136792452830186,36.66302793622484,32.06746513737488,63.93474842767296,43.23899371069182,409.9253144654088,3523911,NA,NA,NA,NA,NA,NA,3253,2200,3793158,3714115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3649074,65041,3469720,54191,NA,NA,NA,33663,23846,5088,28575,2958,20888,20857,3117,136,2125,75,1346
State/Territory average,2011,1.5134059976135101,915.9351680276302,26.389416077237208,11.202009713717484,12.704420603311853,8.76110354150961,1.000681250401786,0.6765499620607117,97.34852023399623,NA,89.21717977330651,95.96860565246409,4.031394347535915,NA,NA,NA,NA,NA,NA,NA,49.53638900738442,24.85981026666558,55.70292536420811,33.839632396403374,39.368563351851726,64.76032153630658,44.580161459496296,Inf,66488.88679245283,NA,NA,NA,NA,NA,NA,65.06,44,71569.01886792453,70077.64150943396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68850.45283018867,1227.188679245283,65466.41509433962,1022.4716981132076,NA,NA,NA,673.26,476.92,101.76,571.5,59.16,417.76,417.14,62.34,2.72,42.5,1.5,26.92
State/Territory median,2011,1.508013569851943,975.4047779965326,17.45934425272255,6.160720566193937,5.700855985914592,3.4310674074898064,0.9593526068692859,0.6467003996648504,98.47780126849895,NA,96.09166419460101,98.57706832576501,1.4229316742349847,NA,NA,NA,NA,NA,NA,NA,51.8860964974254,20.417124039517017,57.41758241758241,27.634009992455162,34.60869203724819,71.05618736628757,45.65972222222222,455.69975083056477,42426,NA,NA,NA,NA,NA,NA,47.5,28.5,51075,50616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47715,803,41301,669,NA,NA,NA,445.5,225.5,66,298,35,151,242.5,42.5,0,25.5,0,13
State/Territory SD,2011,0.6736070215468993,227.09708386995402,23.63537144517642,19.052662135356947,14.51372764836522,12.134469717743523,0.6106265324540598,0.44948708095140416,5.663952810654034,NA,22.87983751810082,11.985008678953035,11.985008678953035,NA,NA,NA,NA,NA,NA,NA,24.804898845238334,18.810874093631213,18.490537266728847,23.101646351247098,23.76024023805936,24.759580151935808,22.694651430767525,NA,88635.8932011398,NA,NA,NA,NA,NA,NA,110.65711150455091,82.81452105735553,90395.64839349517,88916.69920668063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88153.40318609941,1177.5293897459755,87989.19784518874,1084.6010185205928,NA,NA,NA,750.1740698678146,619.7010747455714,137.5439907366189,694.9335087853032,92.85854064882008,591.706337809628,608.7393131945491,110.78580362895909,6.904715927597335,82.89931192939629,3.8078865529319543,47.109875909020026
Alabama,2012,1.0697093956141914,953.3963273310751,3.9579247637725086,1.5332501337136744,1.6045640934212873,0.8022820467106436,0.6239971474416117,0.4278837582456766,98.49855123364651,NA,93.90815699359031,99.7213703343556,0.2786296656444012,NA,NA,NA,NA,NA,NA,NA,40.54054054054054,66.66666666666666,50,20.27027027027027,38.73873873873874,58.333333333333336,40,143.33333333333334,53476,NA,NA,NA,NA,NA,NA,35,24,56945,56090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55868,222,53327,149,NA,NA,NA,90,45,60,30,30,15,86,35,0,24,0,10
Alaska,2012,2.074297567414671,976.1455779747313,14.991514237224214,6.788610220629833,4.808598906279465,3.017160098057703,1.0371487837073354,0.7542900245144257,95.8431230797036,NA,93.55684077354057,98.64773495605138,1.352265043948614,NA,NA,NA,NA,NA,NA,NA,32.075471698113205,43.13725490196079,68.18181818181817,20.125786163522015,45.28301886792453,50,36.36363636363637,327.2727272727273,10353,NA,NA,NA,NA,NA,NA,11,8,11066,10606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10447,159,10213,140,NA,NA,NA,51,32,22,29,15,17,72,11,0,8,0,6
American Samoa,2012,0.8613264427217916,912.1447028423772,8.613264427217917,3.4453057708871664,2.5839793281653747,0.8613264427217916,0,0,99.23076923076923,NA,90.51282051282051,99.90557129367328,0.09442870632672333,NA,NA,NA,NA,NA,NA,NA,30,33.33333333333333,100,10,40,0,0,400,1059,NA,NA,NA,NA,NA,NA,0,0,1170,1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151,10,1058,1,NA,NA,NA,3,1,1,2,1,0,4,0,0,0,0,0
Arizona,2012,1.824414618557899,982.8249375399454,9.679855906106559,4.764394863749928,4.706292487362734,2.905118819359712,0.7088489919237697,0.4764394863749927,98.82405631667795,NA,97.12674697688306,99.19245184861133,0.8075481513886753,NA,NA,NA,NA,NA,NA,NA,48.619447779111646,38.76543209876544,59.87261146496815,30.012004801920767,49.21968787515006,38.853503184713375,26.11464968152866,261.1464968152866,84577,NA,NA,NA,NA,NA,NA,61,41,87079,86055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85222,833,83894,683,NA,NA,NA,405,250,157,248,94,156,410,60,1,40,1,8
Arkansas,2012,1.1226179450478517,984.5078723583397,20.852628329263844,6.9602312592966795,2.5539558249838623,1.0384215991692627,0.3648508321405518,0.11226179450478517,95.41036283304325,NA,93.9322533136966,97.94463924285185,2.055360757148151,NA,NA,NA,NA,NA,NA,NA,12.24764468371467,43.956043956043956,35,4.979811574697174,33.37819650067295,32.5,10,620,35079,NA,NA,NA,NA,NA,NA,13,4,37345,35631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34888,743,34358,721,NA,NA,NA,91,37,40,51,14,23,248,7,6,4,0,10
California,2012,1.9521445702493168,243.4520526438648,5.722159216497998,0.9006719921996847,4.059221249248579,2.4417300338991454,1.4832167210994809,1.1072481371996126,95.89333893275544,NA,23.345430198053144,98.11541692476092,1.884583075239073,NA,NA,NA,NA,NA,NA,NA,70.93862815884476,48.091603053435115,63.8095238095238,42.671480144404335,15.740072202166063,75.97883597883597,56.719576719576715,46.13756613756614,117851,NA,NA,NA,NA,NA,NA,718,536,504814,484083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481313,2770,115630,2221,NA,NA,NA,1965,1182,945,1020,603,579,436,718,0,536,0,54
Colorado,2012,1.8040154896502387,980.0936221831697,11.135130091289405,8.36689942613645,2.5505046577813717,1.6484969129562526,0.8553521718169235,0.7309373104617346,97.94814769680723,NA,95.99835486229587,99.00191999492233,0.9980800050776725,NA,NA,NA,NA,NA,NA,NA,22.905027932960895,70.73170731707317,65.51724137931035,14.804469273743019,75.13966480446928,47.41379310344828,40.51724137931034,463.7931034482759,63021,NA,NA,NA,NA,NA,NA,55,47,65648,64301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63585,716,62392,629,NA,NA,NA,164,106,116,48,76,30,538,55,0,47,0,35
Commonwealth of the Northern Mariana Islands,2012,2.7247956403269753,982.7429609445958,24.52316076294278,13.623978201634877,4.541326067211626,3.6330608537693005,2.7247956403269753,2.7247956403269753,97.7797513321492,NA,96.0923623445826,97.78188539741221,2.2181146025878005,NA,NA,NA,NA,NA,NA,NA,18.51851851851852,60,100,14.814814814814813,55.55555555555556,100,100,500,1082,NA,NA,NA,NA,NA,NA,3,3,1126,1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074,27,1058,24,NA,NA,NA,5,4,3,2,3,1,15,3,0,3,0,0
Connecticut,2012,1.3547932585487454,986.8856012572481,15.688505933994474,5.473364764536932,9.727415596379991,8.345526472660273,0.9483552809841218,0.4877255730775484,98.85094415427884,NA,97.55457345654212,98.47894129921477,1.5210587007852396,NA,NA,NA,NA,NA,NA,NA,62.00345423143351,13.92757660167131,56.00000000000001,53.1951640759931,34.887737478411054,70,36,404,36422,NA,NA,NA,NA,NA,NA,35,18,37335,36906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36327,579,35868,554,NA,NA,NA,359,308,50,309,28,280,202,35,0,18,0,13
Delaware,2012,1.7647577869937352,967.881408276714,18.441718874084533,8.912026824318362,9.529692049766169,3.00008823788935,0,0,98.98681107520308,NA,95.80749410428858,99.74473516273133,0.2552648372686663,NA,NA,NA,NA,NA,NA,NA,51.674641148325364,18.51851851851852,35,16.267942583732058,48.32535885167464,0,0,505,10969,NA,NA,NA,NA,NA,NA,0,0,11449,11333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11124,209,10941,28,NA,NA,NA,108,34,20,88,7,27,101,0,0,0,0,20
District of Columbia,2012,2.0885547201336676,1000,31.244778613199667,4.344193817878028,6.59983291562239,0,1.7543859649122808,0,86.27648839556004,NA,86.27648839556004,96.87552213868004,3.1244778613199666,NA,NA,NA,NA,NA,NA,NA,21.12299465240642,31.645569620253166,0,0,13.903743315508022,84,0,208,11970,NA,NA,NA,NA,NA,NA,21,0,13874,11970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11596,374,11596,374,NA,NA,NA,79,0,25,54,0,0,52,21,0,0,0,4
Florida,2012,1.090174379448517,975.1537145875022,7.873481629350402,3.566081525662705,3.6339145981617236,2.2578722703244845,0.8091516505240105,0.5378193605279351,97.31933193130699,NA,94.90130803398814,99.32823547532806,0.6717645246719435,NA,NA,NA,NA,NA,NA,NA,46.15384615384615,30,55.55555555555556,28.676923076923078,45.292307692307695,74.22222222222223,49.333333333333336,327.11111111111114,201261,NA,NA,NA,NA,NA,NA,167,111,212074,206389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204764,1625,199909,1352,NA,NA,NA,750,466,225,525,125,341,736,167,0,111,0,34
Georgia,2012,1.8178209962294105,989.2359595157769,8.850962492558047,3.8975987299067274,3.6594562413177214,2.4449295495137924,1.1351458622742607,0.6906132169081166,97.29602397355495,NA,96.24872563254966,99.28983541835514,0.7101645816448535,NA,NA,NA,NA,NA,NA,NA,41.34529147982063,49.67462039045553,63.31877729257642,27.623318385650226,44.035874439461885,62.44541484716157,37.99126637554585,214.41048034934497,124619,NA,NA,NA,NA,NA,NA,143,87,129476,125975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124860,1115,123734,885,NA,NA,NA,461,308,229,232,145,163,491,133,10,85,2,28
Guam,2012,2.905100064557779,960.942543576501,8.069722401549388,0.9683666881859264,5.1646223369916076,4.196255648805681,2.5823111684958038,2.5823111684958038,99.136,NA,95.26400000000001,99.4961370507222,0.5038629492777964,NA,NA,NA,NA,NA,NA,NA,64,56.25,77.77777777777779,52,12,88.88888888888889,88.88888888888889,33.33333333333333,2977,NA,NA,NA,NA,NA,NA,8,8,3125,3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3073,25,2962,15,NA,NA,NA,16,13,9,7,7,6,3,8,0,8,0,0
Hawaii,2012,2.90869916509561,899.7576084029088,11.904120657150552,1.7775383786695396,8.618367896579585,4.363048747643415,1.9391327767304067,1.3466199838405601,98.28471597225898,NA,88.43242098575891,98.93438697318008,1.0656130268199233,NA,NA,NA,NA,NA,NA,NA,72.39819004524887,33.75,37.03703703703704,36.65158371040724,14.93212669683258,66.66666666666666,46.2962962962963,61.111111111111114,16704,NA,NA,NA,NA,NA,NA,36,25,18889,18565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18344,221,16526,178,NA,NA,NA,160,81,54,106,20,61,33,36,0,25,0,9
Idaho,2012,3.045588655182259,905.58675168935,34.262872370800416,10.754734938612353,22.984676882078613,20.6528980679547,2.9504140097078135,2.7124773960216997,99.32879561353754,NA,89.95084136887881,96.3478717813978,3.652128218602207,NA,NA,NA,NA,NA,NA,NA,67.08333333333333,13.250517598343686,79.6875,60.27777777777777,31.38888888888889,96.875,89.0625,353.125,19030,NA,NA,NA,NA,NA,NA,62,57,21156,21014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20294,720,18335,695,NA,NA,NA,483,434,64,419,51,383,226,61,1,56,1,1
Illinois,2012,NA,967.6235001586449,8.495593558371592,NA,NA,NA,1.282109393717664,0.641054696858832,99.41675947443977,NA,96.19799277708752,99.42315285111053,0.5768471488894689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149433,NA,NA,NA,NA,NA,NA,198,99,155339,154433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153121,1312,148571,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,9,96,3,44
Indiana,2012,1.7641619622347673,896.2551099863733,28.761923301537863,3.1268249951333464,23.250437998832002,17.86061903834923,1.0098306404516255,0.4988320031146583,96.57943903270156,NA,86.55981575267617,96.91712482182855,3.082875178171452,NA,NA,NA,NA,NA,NA,NA,80.83756345177665,7.587650444793302,59.310344827586206,62.098138747884946,10.87140439932318,57.24137931034483,28.27586206896552,177.24137931034483,73665,NA,NA,NA,NA,NA,NA,83,41,85103,82192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79828,2364,71394,2271,NA,NA,NA,1911,1468,145,1766,86,1382,257,83,0,41,0,48
